record_id,ສະພາບເຕັກນິກ,vehicle_id,ຊະນິດລົດທີ່ເກີດອຸປະຕິເຫດ,ປະເພດລົດ
f80936b9-555b-464b-9d6e-565c1b1a275c,1. ດີ,d799770d-3a63-4d86-90a2-35955e879c29,3. ລົດໄທ-ຢີ່ປຸ່ນ,ລົດຈັກ
dc368174-4309-4163-8966-c9d267dada44,1. ດີ,a0279a20-3363-45e2-8f17-ad11d3bb5fc5,3. ລົດໄທ-ຢີ່ປຸ່ນ,ລົດຈັກ
dc368174-4309-4163-8966-c9d267dada44,1. ດີ,61430f83-c812-473e-9bdc-c5abf9464149,3. ລົດໄທ-ຢີ່ປຸ່ນ,ລົດກະບະ
19c84856-ccc1-4d06-b951-01d405378b1e,1. ດີ,45674668-6dde-4bd4-94db-74cf40120115,3. ລົດໄທ-ຢີ່ປຸ່ນ,ລົດກະບະ
19c84856-ccc1-4d06-b951-01d405378b1e,2. ບໍ່ດີ,5d11bd13-df12-41ee-8b80-ba2a4a813058,3. ລົດໄທ-ຢີ່ປຸ່ນ,ລົດຈັກ
e1961ea9-07f0-4af9-afb6-1b1886255e2b,1. ດີ,f2e12958-1681-4d97-a19f-db6005a04579,1. ລົດຈີນ,ລົດຈັກ
e1961ea9-07f0-4af9-afb6-1b1886255e2b,1. ດີ,8c144114-a9fa-40c2-b987-ecd53f489030,3. ລົດໄທ-ຢີ່ປຸ່ນ,ລົດກະບະ
60b3d34c-27c4-45e4-b417-c70419213ab4,1. ດີ,1cc321d2-b347-4ad2-aa0f-24a707b17c71,3. ລົດໄທ-ຢີ່ປຸ່ນ,ລົດກະບະ
60b3d34c-27c4-45e4-b417-c70419213ab4,1. ດີ,4f42abbb-846f-4e15-aeb5-067643c3475f,2. ລົດເກົ່າຫຼີ,ລົດຈັກ
2c875964-5cd5-46a7-baff-33808bbb0e1b,,1ad99eda-85e8-48ac-9c5a-6c21d04322e9,,ລົດຈັກ
2c875964-5cd5-46a7-baff-33808bbb0e1b,1. ດີ,fcf7ca99-113c-4249-9c4e-99296feb443e,3. ລົດໄທ-ຢີ່ປຸ່ນ,ລົດຈັກ
